company_id,row_count,unique_name_count,unique_website_count,source_file_count
c8528146-ed50-4bd1-8e40-29f1075a8bb6,2,1,0,2
ae8bd844-2f97-4af1-88f7-6f2031c4be0a,2,1,1,2
59d15e84-2e39-40c3-8331-9fb15efd3af2,2,1,1,2
19e4d68c-e7e1-488b-88db-aff4d0691386,2,1,1,2
f7cf59f6-5df9-46f3-b067-dcbf95df58b8,2,1,1,2
9598508b-c0da-5953-8337-0932dcc8e5e0,2,1,1,2
8ce5d580-168b-4040-9e6c-ee10de1beed2,2,1,1,2
db771b30-cd95-4144-90d7-05711680764f,2,1,1,2
7d2ad5c1-5e93-403e-bb0c-edd1525d6164,2,1,1,2
38133a59-555f-4503-b715-60f7f5981048,2,1,0,2
19ef0ad4-202d-4433-8e18-e251dcd8f48e,2,1,1,2
eb3f0700-0597-4916-988b-0c1be7666b1a,2,1,1,2
96f1c1fa-8862-4484-9d51-2d7ca4b1c25e,2,1,1,2
92116f2c-d936-46c5-8435-a27f4103dde8,2,1,1,2
93300b01-3b14-4269-b67a-60cb4ee7290f,2,1,1,2
3463dc60-a076-4c1d-8807-76b7b82a885e,2,1,1,2
3eb47bc4-4e72-1866-4e3f-92f126f0c5d9,2,1,1,2
10784bf6-c7c1-4776-88bb-c0871fbb2de2,2,1,1,2
1268cb7c-0d96-4f1b-9274-485a2605a60a,2,1,1,2
4832d66d-96aa-4c14-b17e-0b87e05516de,2,1,1,2
30a19f3e-f401-4fd8-bc4d-7d2c0602a2cc,2,1,1,2
9acd6c82-ccf5-49e4-89a0-ed322b42f85d,2,1,1,2
8827e9d6-5455-49ff-b123-e32a4e434988,2,1,1,2
adca57f3-2152-48d2-8eb5-c9ffa6b87e72,2,1,1,2
40129357-6601-6f59-5b0a-a80ceee250ea,2,1,1,2
af32b8b1-0d5b-4b08-af00-3fa63b985df1,2,1,1,2
746b91e8-ebca-45d9-b7b5-cf09176b0616,2,1,1,2
69e63591-f4b2-836e-6c53-db7007dc71b6,2,1,1,2
43f8a85e-e668-d8e9-e6c6-c762b0517b5b,2,1,1,2
3730038a-2895-4725-948f-b966c3c303cd,2,1,1,2
d076f055-50b7-43e5-9c07-83f27d9a8097,2,1,1,2
f4cf9a9b-94f3-4b8c-9568-271042104532,2,1,1,2
ba234c2a-5662-9a29-68ed-634afc6634df,2,1,1,2
e210366e-0173-40d7-b8d2-10c9dc16ff7e,2,1,1,2
e222e66e-70d8-8c27-18e1-c60741fe8904,2,1,1,2
e3d55cb7-1988-7f63-fd8a-2e3a9caf1af7,2,1,1,2
ec4d6fb2-4eb1-4638-aafc-de6033014c28,2,1,1,2
34bf8a8b-1ee4-4849-9d85-a2a515972273,2,1,1,2
8a663921-5e6f-432a-b4c4-b9eb5f39ee32,2,1,1,2
23b96d33-ef10-4905-a965-4a3f0c286c76,2,1,1,2
43f175b3-e629-e7e3-ba78-85fcdec1e01f,2,1,1,2
2f5cad4f-902b-722d-56fb-038e4c63b600,2,1,1,2
59ab2176-48f2-48fd-be27-7896eb02d728,2,1,1,2
23d59f07-74d6-471a-b5cc-1a04697b2889,2,1,1,2
200e9b84-5199-a793-a2df-c71ca121f81f,2,1,1,2
92eafb76-980f-4444-bb57-dde84e0a49cd,2,1,1,2
b39723ee-dea7-6394-d715-fe1f6965e0c5,2,1,1,2
3903c89e-64ff-4b19-ba51-d9871c1618e5,2,1,1,2
83461aae-37b9-4a44-ac2b-8775e49108b5,2,1,1,2
bc593080-9c66-4743-a37b-dfcad1f2946d,2,1,1,2
b92b413f-9fd1-42b8-8bab-0e3d37f5c5b2,2,1,1,2
9a8e5a9a-2dad-4666-8ba9-11ebbcdf6681,2,1,1,2
7be684a0-8215-4963-90ca-d8852a9189f6,2,1,1,2
a544d1ef-616a-412c-b3e3-efbe81637224,2,1,1,2
53b2fc80-1ab1-42fb-a3bd-7f670bd423c4,2,1,1,2
6f47fb6f-2aa3-49ee-9953-fbe66400c0a8,2,1,1,2
3a99048c-a475-41e9-82f9-2bbad63aae4f,2,1,1,2
859b1092-fcaf-4553-b900-9b557587ee03,2,1,1,2
a389a129-6ca2-48d2-9a04-5fe221ffe5a6,2,1,1,2
1f4c812c-003c-4786-bde6-71c51363ee15,2,1,1,2
ffd24a55-20d9-4ae0-88ae-606333047d31,2,1,1,2
3948b805-110b-fce3-cbd8-5f2d81349f0e,2,1,0,2
49ccf980-68d3-4e1a-a204-6755e2fab31e,2,1,1,2
dea18e54-74ba-4379-830a-36cd3845e6ba,2,1,1,2
eb42783d-4925-4067-9008-4d7cc70fedcc,2,1,1,2
9e0da088-a1b3-49e7-a6a6-9f1b0e0ffc13,2,1,1,2
6a328938-18dc-4f6f-926d-13c4788b8c71,2,1,1,2
01472f21-a742-4a71-9ec1-c5b8965ee301,2,1,1,2
4520e43a-0155-4533-ae55-b50b9379c6c7,2,1,1,2
f78eed82-20c1-4d07-875f-db62d9c90f0e,2,1,1,2
187850eb-b1ca-42e5-bb83-fa84e077eb1e,2,1,1,2
948d02f2-6439-4827-b8ad-edf9e8a81e69,2,1,1,2
fc02b8f3-a478-4115-b36c-41619ef5efa6,2,1,1,2
05192fb5-a3fa-4073-9000-c70d6563d0bd,2,1,1,2
9f4ed6b4-3346-a867-4e88-d23743fbcfb1,2,1,1,2
2388f837-f88b-49ca-a80d-526e9a9f786d,2,1,1,2
5d2da1f7-d327-4058-9e2a-a67af7c8d2f3,2,1,1,2
38ae7da4-4244-47b9-ab15-7bf466f1090c,2,1,1,2
6a65da1c-45b4-4a82-8a4a-5199dda81f08,2,1,1,2
db014efd-3a91-49ba-8d1f-45e017b79464,2,1,1,2
eb84fad6-fbd2-4a0f-898a-c1f375b8bfb7,2,1,1,2
aefcb290-0f30-4539-bdde-0977a81529e6,2,1,1,2
c34657f2-0685-41a4-8f12-ffa10e5ace55,2,1,1,2
bbc9eac8-688f-42e7-be11-11d9695c8fad,2,1,1,2
8d63390a-b4ea-46dd-8d48-dd28e0d695e1,2,1,1,2
9f098379-4d7c-4240-bf03-9c195f4529e6,2,1,1,2
c531d741-34ac-4005-aac6-5d1315820004,2,1,1,2
56883c2e-8c30-44ff-8aaf-432ef04b4e76,2,1,1,2
547c3736-7d50-4c9e-8f36-dc2b14fe9188,2,1,1,2
17229d24-9f45-4233-8591-e69732c37a35,2,1,1,2
34d57c92-b216-4e88-b18d-5c5e6b60631f,2,1,1,2
f6fbc7dd-8784-48ea-842e-7b9a19755090,2,1,1,2
5b0c7389-a86d-4a5a-be61-09f229e7e508,2,1,1,2
517848e7-e169-429f-8377-838fb388ae2a,2,1,1,2
029589f8-7588-4ece-a6ee-6341c9cdfcaf,2,1,1,2
f974ad76-dc56-4c08-81ca-967eb09de034,2,1,1,2
e361f279-bdd9-4867-ab34-53865ef38e59,2,1,1,2
b8c0fae4-377e-8c8e-8ac2-a28e9f475432,2,1,1,2
e22aa5ce-b361-4a02-af3e-5ddc78c74700,2,1,1,2
c81cf0d6-5c65-06bd-c130-d1905b4ee672,2,1,1,2
2bcbb296-9040-460d-93dc-aa6ae55a7cfe,2,1,1,2
70ac174d-234c-40b9-b41a-9ca3d659bab8,2,1,1,2
3616c51c-85f9-40dd-924f-4f9d2ce1e82b,2,1,1,2
7e67d287-79ca-4b5c-b26d-5f3e1d905e8d,2,1,1,2
30106ee4-3e75-47ee-b124-a9af4341690d,2,1,1,2
05f8237f-f1c8-42e0-bfd2-7897a7120484,2,1,1,2
3dff07a4-69c4-4d33-8c4f-a13e58d8d297,2,1,1,2
9bac2637-e340-4b62-a773-efc81fa9c011,2,1,1,2
346e7767-eec4-4719-9632-9f6c67a1e6f8,2,1,1,2
6cc689e5-72e8-492a-9a07-dc0798f92eb7,2,1,1,2
3dcdf0d0-1975-4a60-9a21-40298dd39def,2,1,1,2
ec197bc9-b81a-410d-b0c9-f0d16f72de1c,2,1,1,2
b105ed4d-ff9f-6195-80bf-6f05b8c4e0be,2,1,1,2
8ba51934-4fbe-732a-f38b-0668d78581d0,2,1,1,2
1eb4b01c-49a2-53d6-0787-9c47994f84b8,2,1,1,2
e04b60df-920b-4cad-a054-98cf1e744db6,2,1,1,2
b17c85cc-5308-438e-8089-28063dfc0ca1,2,1,1,2
83dd0df3-2de0-4481-81ff-4d3c17955069,2,1,0,2
b2f4c2cc-2bb4-4614-9556-95393932b635,2,1,1,2
72d26c37-abe6-4cf2-885a-034dbc93ed18,2,1,1,2
6997eeff-5c9e-441c-8598-3de63abddcd4,2,1,1,2
3bb8b476-1ca2-4045-a7ab-d9b8138231cf,2,1,1,2
56275ab1-8f2e-4ab6-8912-e6e96e3a89b9,2,1,1,2
7e20d8aa-bea1-4d51-8fed-2c4ec81e1b9e,2,1,1,2
6b45b388-d460-4e38-b5bd-45b73f4fd60f,2,1,1,2
8ded6e67-ee2a-4bd1-b267-aef283b76ced,2,1,1,2
5a0e700b-cd16-470d-9524-46fc07223b7d,2,1,1,2
7f2333da-2d10-48c6-8700-9c714be9fe9d,2,1,1,2
c3dbd742-db00-4a18-a2cf-48802a9d1c70,2,1,1,2
c60afce9-f973-4a23-8920-bee3686bfcee,2,1,1,2
b84dac14-5c3c-4719-a270-cda6c64700a6,2,1,1,2
5007125f-ca47-4a1e-9c6d-83f9612ef3b5,2,1,1,2
0ca99a8b-afd9-4fb9-9071-b5083c408a9b,2,1,0,2
671979a8-65cc-4d09-ae39-5c05b30a76cb,2,1,1,2
d17c0578-4c55-45c9-a869-e87125a172fa,2,1,1,2
480d338d-0590-5591-2b79-154cc92ca5b6,2,1,1,2
ad7e0458-b7a6-4598-9ac6-c86d83fe01aa,2,1,0,2
7a637ae6-3bba-45c8-a4ea-eff9eabfc05d,2,1,1,2
23ba8003-d8fe-404a-819d-54c680a72e93,2,1,1,2
8de9f0ba-f9d8-40bc-beaf-977d0bb510ed,2,1,1,2
f71dff68-7f1d-458c-9ece-d76e995b8948,2,1,1,2
720efd03-dfe1-443d-9c06-daec2a67c42f,2,1,1,2
313eb821-dd6b-4db2-a5c0-47de21879c63,2,1,1,2
a0f03031-b60f-4dea-b554-ef4901916cd8,2,1,1,2
b995d3b1-0dad-4603-94d0-f208ef093025,2,1,1,2
efbdf087-7561-43a8-a989-385aafb2100e,2,1,1,2
75abb564-bb8d-401d-917c-74efc0463efc,2,1,1,2
b01828f4-9851-4b22-af9f-1db8fea8f10e,2,1,1,2
516d13b7-3984-42ec-843c-a229c302ce95,2,1,1,2
5a1e700a-33b9-452f-97da-3b3333990292,2,1,1,2
8aff885d-8a69-4aa4-be81-4cb9047dacc0,2,1,1,2
34d6a406-32bd-462b-9913-312b0b570c6c,2,1,1,2
5f676fc1-b551-4049-892c-f1f01fb46b23,2,1,1,2
ac938ed9-0004-44be-b639-18b26342a2a6,2,1,1,2
6009dd45-f3ae-4168-ad58-193ce88b5c41,2,1,1,2
ebb025dd-54e0-49f6-b2a6-e077f99fd395,2,1,1,2
15d6d6c2-6230-4543-907d-a54b957fc3ba,2,1,1,2
94183f56-9427-418f-a8f0-377ea5a13c98,2,1,1,2
9120de60-c212-43f5-8ef4-1e09a356b484,2,1,1,2
7e06f9c2-d39c-4bed-aaed-67dc8ecf6c99,2,1,1,2
132cf0f2-1728-404f-9171-2197de7c212f,2,1,1,2
4c6bfc52-236a-4bb1-a285-3a48210f98fa,2,1,1,2
1b629b27-3c3a-eb8a-a7af-0b5ce7489515,2,1,1,2
8689333f-d97f-4a04-aaae-4c46aeb0a76b,2,1,1,2
e02ae926-2c40-495c-b331-7cb54c84c0d9,2,1,1,2
a6aa78b5-9e0d-4cdd-bc93-1314c9c0f720,2,1,1,2
f5f5516f-9451-4f61-a969-90524b621d71,2,1,1,2
d3696050-d6e8-4e8f-bd91-3ad6308e1bbb,2,1,1,2
ff2c430c-df9e-4af5-8dd9-f667f37f83c2,2,1,1,2
b438e9b5-ad25-41c0-95c8-c56c47295c08,2,1,1,2
f2b4ea22-3e18-4e10-97fc-2f9a149c971f,2,1,1,2
edbdbc23-0eec-42c0-9ea3-fc43ff628821,2,1,1,2
fe0322fd-aef4-46f2-b5ba-489bf335b0e0,2,1,1,2
ece3f2f4-baf1-47cc-990c-279d6e510d80,2,1,1,2
1814e90e-0d45-42a0-b586-9d5c0cf42238,2,1,1,2
8460e1e6-b07a-4543-a1f6-6de74791b599,2,1,1,2
0f95b8ee-581d-4db2-ac75-3e1cb076140f,2,1,1,2
1d124d93-47b4-423a-909b-7641f1a58861,2,1,1,2
4b3a9780-0af6-4b6f-bebd-8a53157af0c9,2,1,1,2
3fdc6e02-b599-4aed-8d37-c2b2d6238780,2,1,1,2
3d999751-0b54-456b-bc8f-3954cb371aaf,2,1,1,2
eaa661cd-e8e3-4311-8aff-ea80c38cf1f7,2,1,1,2
7c6fcec0-5fe2-44b6-9482-58811cf0a9d9,2,1,1,2
ed1e4ead-a179-435a-ba63-2367c71ac10f,2,1,1,2
c7159667-8407-42f5-8068-aefce8d67efb,2,1,1,2
209d64a2-737d-45a7-a525-fb79ea0b36a8,2,1,1,2
b970b12b-c2a3-4ebc-972c-2bd885ee76bb,2,1,1,2
4ce98d70-efa7-48ed-b0ba-e42e3f16eab7,2,1,1,2
587d1e72-c308-421d-806c-7a259d0021b9,2,1,1,2
4b400dc2-189d-40d7-891a-7f511b6425c7,2,1,1,2
9bc59d82-a4bd-4212-b1be-9854642cf795,2,1,1,2
685ddeba-9e4a-442a-aa4b-e017624b074d,2,1,1,2
9dafdf12-77e2-853c-0cfc-45917c5d4277,2,1,1,2
ed695be2-10c0-4522-9aa9-a8f5025b5cc0,2,1,1,2
8c64b697-dba1-478c-a592-269372c570a3,2,1,1,2
8af1566b-668e-27ee-62f5-33cf681f522b,2,1,1,2
7aa56ece-e7fd-4ca2-8235-be83f9a9b63c,2,1,1,2
3e7bb45d-612b-4e89-9d22-1d6d96b7d896,2,1,1,2
a2d5e45b-c792-4436-83dc-c19eacabc1e1,2,1,1,2
cd78c4ee-4eca-4549-8464-8ec90aa9bc56,2,1,1,2
71a98e35-a949-4878-97b0-24805ee963d9,2,1,1,2
bd5c1a82-ce37-4054-9407-d98e9628f2dc,2,1,1,2
0441b91e-8131-48be-9e79-b8f08e2d6752,2,1,1,2
17f95289-b06a-4de1-8b2a-42b9b873d78b,2,1,1,2
1aa21c97-87cd-ab76-60f3-8933d8744ddd,2,1,1,2
3503938a-12d7-4abb-9eb1-80318c44592b,2,1,1,2
c08a94bd-7b25-4f20-b122-eebed5822add,2,1,1,2
ab244bcd-8644-4390-9fde-f11d03fac475,2,1,1,2
b779df21-8dd8-437e-b108-94460b7ddd7d,2,1,1,2
0fb5f529-3a52-4efc-ad49-f9c8e743b15c,2,1,1,2
5ce84bcd-62c2-4c0b-80ad-f945d6375034,2,1,1,2
67aa674d-db50-471a-a90b-668a66b1ae44,2,1,1,2
f945cf9b-f98b-4c95-ba04-e7c1c37e0b01,2,1,1,2
4a9a4d02-369d-4393-81c2-fdbb6c9bdd66,2,1,1,2
5514cb19-c6e2-f1c3-3497-a54d8a78d1d6,2,1,1,2
b2f616b8-7130-46b3-b0f4-bc3d9218c4bc,2,1,1,2
13412951-2d5a-49f9-bfa1-c9b4941487e6,2,1,1,2
1a64d985-d200-894e-0701-4b5afc43c960,2,1,1,2
f3b4e676-b9f1-4e55-a5da-98e9f720324f,2,1,1,2
76d99738-38b0-4676-bde0-6ae579003e1a,2,1,1,2
567cdf64-e125-48d1-967e-b790d98c89c3,2,1,1,2
214e0c7a-3ff7-4005-ac7d-c507750d7930,2,1,1,2
62f42a84-9a99-4519-923c-f1d24be6f5c2,2,1,1,2
eb7249ed-40d3-4eb6-b5af-20b0e261829f,2,1,1,2
5d54e38b-288f-4165-ab8f-2f2da574cf36,2,1,1,2
1fc1a5bd-6376-42e7-b4f0-02e1601046d9,2,1,1,2
79f061d4-89d0-46cc-93f2-2587afea9ad9,2,1,1,2
029585af-9fcb-472b-b4bf-113df48892c2,2,1,1,2
f446e70b-afa6-4564-8c17-ed0eee18b44e,2,1,1,2
ac6e3d7b-8fa8-40f4-a667-52c59a62150d,2,1,1,2
f265e778-95bb-47c8-9ccb-fd031200c3ee,2,1,1,2
fae3b1d1-5ac9-4ae1-a677-fc984833deca,2,1,1,2
66ea1da6-484c-4930-a665-fdc8fe06bde9,2,1,1,2
afe8d991-b41f-c5ea-a823-f482db7d6a1b,2,1,1,2
cd5ecabf-0bcb-4c55-93cc-0f17a9f10f68,2,1,1,2
b6cec380-80aa-40a4-b4bc-40d22b0e642f,2,1,1,2
5f2c7512-c16b-4600-9a88-85fabd5b7123,2,1,1,2
58fb98e0-fbc2-426b-ae84-9e6d58ef1c0c,2,1,1,2
725eebf8-39d4-8c46-211e-2661222cadd0,2,1,1,2
13becea5-b9db-408b-bc1e-fec55d6893f5,2,1,1,2
2f7bd250-a0e2-449f-9b00-2f7f1db3d43d,2,1,1,2
93534547-9b76-a434-8226-10585fbb8886,2,1,0,2
89db8a1a-1c3b-4085-bc26-65ef96ba2b23,2,1,1,2
f9567fc9-eece-4da3-a4ae-1804a4430091,2,1,0,2
4e986cdb-4195-4ecc-bfeb-bf25f8266346,2,1,1,2
05efdeac-a30f-4b41-bb1d-4d2dcdabd9db,2,1,1,2
bb33c750-bc16-1ee9-b938-3a28ae296deb,2,1,1,2
8f23fe0c-7c73-45ad-91cf-774a959c98a7,2,1,1,2
d94e6af6-1ae3-453c-931c-c98e1d652c08,2,1,1,2
20816a4f-342c-45fd-aac3-8ff372bddef7,2,1,1,2
12440f9d-3b56-4035-b839-192f82905376,2,1,1,2
39b1f1d4-fb04-4ceb-ba5d-b91568dfc08a,2,1,1,2
70ae1350-8701-42a6-b309-4680c11d708e,2,1,1,2
3cc5e8e4-70d2-443e-a3d1-525d093abad3,2,1,1,2
6d04dd9d-4a86-4c17-8bf0-ade33e25a968,2,1,1,2
7b5dd180-7899-449a-82db-cce10abcb997,2,1,1,2
7e91504e-7ba7-4c57-a40f-dab0d179e343,2,1,1,2
95125f86-05c3-4b8a-b09e-eebbf3a2100f,2,1,1,2
a3dc1139-cab5-46ff-bd44-5ca84517373c,2,1,1,2
c186f331-9614-4fa0-adbe-c9853db1dc86,2,1,1,2
035e9436-6e9e-38d9-b7e0-a82bb081cd3a,2,1,1,2
0552c3da-6b97-4d7e-a495-3e1d0631cbb1,2,1,1,2
f09aab31-c980-4850-aca0-2de77d5b4444,2,1,1,2
154745b5-2354-4c1e-a802-d00ecc326f60,2,1,1,2
978705ff-c22e-4d7b-bbf7-3af48183980b,2,1,1,2
b9b1461f-755a-4569-9bae-9aec694907d5,2,1,1,2
0c1275f6-6a35-4a8c-bafb-f51c00bef1db,2,1,1,2
e6d551ee-9bbf-46fd-94cb-a02a9633b262,2,1,1,2
1375cf8f-09e6-4684-a471-3b058fb7b7f2,2,1,1,2
24e450e2-5e93-1392-b37e-b496b5dbc191,2,1,1,2
c008a117-d35a-9803-9dbe-89836d18dfc6,2,1,1,2
5bc85d48-abfd-4018-9314-1358d0d9975d,2,1,1,2
cfad805c-c45f-447c-8bb8-1ee80cda440c,2,1,1,2
cdd95eae-1dbd-48c9-811a-da1cc9178849,2,1,1,2
658b6ce5-d983-4b32-8079-d51f228e8ba6,2,1,1,2
09ff44e5-fa47-4060-8113-ad471f8f4175,2,1,1,2
539b3cc7-1c3d-4410-9d6e-718ba1fb2518,2,1,1,2
30ef5d3c-ff23-4fcd-97b1-dd5a83fd5c41,2,1,1,2
7d977b05-5b19-4a09-bfed-aa385c07dc99,2,1,1,2
71598e42-83bb-4e08-9bac-1a4ff48833ba,2,1,1,2
f28ece46-3cae-4b8f-93b9-a9f63de54039,2,1,1,2
22eebaf1-0ef6-4a3d-a627-e4f8cc48b999,2,1,1,2
17187b63-40fa-459c-b0c1-e73336656c7c,2,1,1,2
f2732446-09d8-416b-a5c7-2934250cb4e1,2,1,1,2
ac1f97d7-3867-4302-a3e7-c5c79bcd2c9e,2,1,1,2
ca13ac77-b010-453e-b1c4-e8ba69549192,2,1,1,2
5e319a4c-0262-4db9-8404-3590c4323ad2,2,1,1,2
613d9454-c71e-41ee-8cb7-96838e6205c6,2,1,1,2
68fac52f-7c84-4e52-a5f6-6842005d2073,2,1,1,2
ca911f5f-3a75-454b-a9ca-77225235d508,2,1,1,2
852b7109-16d2-487a-8436-19ff334e39c3,2,1,1,2
90d117bd-057a-4b25-8fad-81c00d449199,2,1,1,2
dabea9c0-3616-4442-8237-21ef8c882c25,2,1,1,2
12f1b308-e933-4a75-aea2-85d3d3fcf81f,2,1,1,2
b2ef6b7b-1066-488f-963b-57260fcff9ee,2,1,1,2
e473a36b-0e24-4bb4-ad34-f77dd9e4511a,2,1,1,2
eaa2310a-7344-4ff2-85a3-f5ae9c632a43,2,2,1,2
ad3fdbb0-df70-4e1d-a599-809457a68287,2,1,1,2
07305b59-bcb3-45dc-9ea3-6bf9938e1688,2,1,1,2
7521cb56-031d-4054-8923-b1ce6bfdb050,2,1,1,2
f00a7a56-9732-4801-b92a-590b87957130,2,1,1,2
c7066aa0-bbe6-45ce-8ffb-963d23671f19,2,1,1,2
f2afe2b7-e630-49a4-8088-737cef6460c6,2,1,1,2
0ee4efb1-8fe3-48b6-a12b-9139751a212c,2,1,1,2
2d0e92ed-a8e3-45b5-9e52-7659c926d3c2,2,1,1,2
1d0954f4-808a-47b5-acb9-963a3642965a,2,1,1,2
2ded05ce-bd61-4527-b479-252c3c12ea3e,2,1,1,2
2fb22ddf-72cd-45b3-98ff-743647d27b0c,2,1,1,2
346c4564-4603-1381-966a-2d50169c8883,2,1,1,2
3596c25b-d2d3-46ec-85c1-63b12e766da5,2,1,1,2
5df0f59d-fa3a-4ff2-b1d1-0def8db8ec4f,2,1,1,2
5f284d7f-fc89-463d-a88b-0d995ef35164,2,1,1,2
7b5869f9-e7d6-4b26-b843-302da07cca33,2,1,1,2
36aaabea-6a35-4c08-a87b-7e88b21e97b1,2,1,1,2
e7de400a-9f49-423d-8f40-4091fa473890,2,1,1,2
8838c202-601f-46af-b5aa-4731c2279793,2,1,1,2
c25c7e06-c6ce-4d8a-8705-5d8d532479b3,2,1,1,2
3042b041-e7a4-48a7-a3e5-29337231c32f,2,1,1,2
0ffeb87b-8c99-4738-b887-5e427b9ee1c3,2,1,1,2
