quantity,bootstrap_mean,ci95_lower,ci95_upper
new_HR@10,0.4441124458455748,0.4304266464610179,0.457552072425941
previous_HR@10,0.5921782207435465,0.5728802465956877,0.6104909960696642
HR_gap_previous_minus_new,0.1480657748979718,0.12624209572783066,0.1692650206357617
new_NDCG@10,0.24533310710290213,0.23613767105966366,0.2538748113547319
previous_NDCG@10,0.35126240804791514,0.3376159169601775,0.36467839541970565
NDCG_gap_previous_minus_new,0.105929300945013,0.09076103167263047,0.12083825460977221
new_mean_positive_rank,21.74878820005496,21.14708167556946,22.37880633846438
previous_mean_positive_rank,15.531081007627515,14.84838952872932,16.236110587456963
rank_gap_new_minus_previous,6.217707192427447,5.350436925309051,7.060709846018593
