from_budget,to_budget,supervision_multiplier,HR_absolute_gain,HR_relative_gain_pct,NDCG_absolute_gain,NDCG_relative_gain_pct,extra_training_hours_20_epochs
1pct,5pct,5.000186358553858,0.10439804531319419,64.03269754768398,0.061131484662410196,76.21688908311828,7.154074653487963
5pct,10pct,2.0,0.08351843625055533,31.22923588039868,0.04739363782504441,33.531948496519185,9.354772576272177
