pair_novelty_group,events,event_share_pct,hits_at_10,HR@10,NDCG@10,mean_positive_rank,median_positive_rank
new_to_investor,16446,81.15870509277536,5010,0.3046333454943451,0.15857755992966743,28.925878633102275,22.0
previous_investor_startup_pair,3818,18.841294907224636,2261,0.5921948664222105,0.35133393232022303,15.527239392352017,7.0
