investor_history_group,events,event_share_pct,hits_at_10,HR@10,NDCG@10,mean_positive_rank,median_positive_rank
cold_investor_unseen_before_t60,3165,15.618831425187524,625,0.19747235387045814,0.09938316620940929,37.137124802527644,34.0
investor_active_t1_t59,17087,84.32195025661271,6642,0.38871656815122607,0.21262379140533355,24.411540937554868,16.0
investor_t0_only_history,12,0.05921831819976313,4,0.3333333333333333,0.14242161718393612,28.25,30.5
